Username,Location,Date,Content,Rating,Title,Experience_date
TM Informatica,IT,31 ago 2023,"ottimo servizio supporto, veloci e molto chiari, fino adesso mi sono trovato molto bene",5,ottimo servizio supporto,31 agosto 2023
simona,IT,31 ago 2023,"Ho ordinato sei pellet prestazionali, mi avevano detto che sarebbero arrivati entro il 25, ma non ho ancora ricevuto nulla e oltretutto il servizio di assistenza non risponde a nessun numero né email per darmi spiegazioni",1,Ho ordinato sei pellet prestazionali,31 agosto 2023
Francesco,IT,31 ago 2023,N/A,1,Non funziona!,31 agosto 2023
Angelo Villa,IT,30 ago 2023,"La semplicità nella formalizzazione del contratto di impianto fotovoltaico grazie alla professionalità della rappresentante commerciale e alla chiarezza delle spiegazioni.
Rosa di Lucia ha reso facile un processo importante rendendo “friendly” una procedura molto sfaccettata. Bravi",5,Professionalità e gentilezza,29 agosto 2023
Mariana Triboi,IT,30 ago 2023,tutto apposto! contratto fatto in poco tempo e operatore professionale e simpatico,4,tutto apposto,30 agosto 2023
katerina shport,IT,30 ago 2023,"Mi hanno risolto un problema grave in brevissimo tempo, la signorina Valentina al tel e' stata moooolto ma molto paziente e cortesissima con me, tranquilla e pacata. Con calma e sicurezza mi ha fatto un nuovo passaggio di fornitura perché mio e' stato classico caso di ""truffa"" da parte di altra compagnia ""bella e buona"" e la ""Sorgenia "" mi ha risolto la situazione subito il giorno dopo dalla richiesta tramite loro App!!! Poi , la cortesia, pazienza e calma di tutti gli operatori della ""Sorgenia"" mi hanno sorpreso.... Da quando ero passata alla ""Sorgenia"", ho cominciato notevolmente di risparmiare in bolletta, poi dopo la ""truffa"" ho capito fra mesi(ovviamente), vedendo le somme strasoferiche, rispetto alla ""Sorgenia"" e da lì che ho cominciato a capire il tutto..... Adesso devo aspettare solo il passaggio ""indietro"" alla ""Sorgenia"" pure anticipato(ciò è non fra due me fra un mesetto, che non fa nessun altra compagnia, poi) e spero di ritornare ai miei ""sogni tranquilli""..... Grazie mille , ""Sorgenia""! E Grazie mille alla pazientissima Valentina, che mi ha assistita nella chiamata di ""ritorno da loro""!!!",5,Mi hanno risolto un problema grave !!!,30 agosto 2023
Poggi Fabio,IT,30 ago 2023,"HO FATTO UN ORDINE NEL MESE DI GIUGNO 2023 MA AD OGGI NON MI E' ARRIVATO NULLA E NON MI RISPONDE NESSUNO
MA NON MI SEMBRANO TROPPO SERI",1,HO FATTO UN ORDINE NEL MESE DI GIUGNO…,30 agosto 2023
Giulia,IT,30 ago 2023,"L'operatrice è stata molto gentile, professionale ed esaustiva. Contratto stipulato, assistenza TOP.",5,Assistenza TOP,30 agosto 2023
Andrea,IT,30 ago 2023,"Servizio clienti molto efficiente, chiaro nelle spiegazioni e molto gentile.
Non capita spesso con i callcenter e soprattutto con quelli che offrono servizio da fuori italia.
Sorgenia offre il servizio con operatori italiani ed è un valore aggiunto",5,Nuova sottoscrizione servizio luce gas e fibra,30 agosto 2023
Vania Timo,IT,30 ago 2023,"Leonardo gentilissimo e super professionale - ho trovato veramente un feedback degno di nota e così ho sottoscritto immediatamente luce e gas con Sorgenia
Grazie ancora Leonardo",5,Leonardo gentilissimo e super…,30 agosto 2023
Fabio,IT,29 ago 2023,"Attivazione semplice e personale chiaro ed esaustivo alle domande poste.
Offerta in linea con le aspettative.
Esperienza positiva.",5,Esperienza positiva!,29 agosto 2023
simone ghigo,IT,29 ago 2023,"Ho appena fatto il passaggio di contratto da un altro operatore a Sorgenia e ho trovato un operatrice molto brava e preparata che mi ha aiutato con la stipula del contratto. Ottimo servizio, molto gentili e soprattutto molto disponibili.",5,Ho appena fatto il passaggio di…,29 agosto 2023
Francesco Fera,IT,29 ago 2023,"La peggiore attivazione fibra internet della mia vita

A seguito dell’acquisto di casa nuova ad inizio aprile 2023, faccio la voltura di tutte le utenze: luce, gas ed internet con sorgenia trasferendo le mie storiche utenze dall'appartamento tenuto in locazione, dopo 3 anni di fornitura con questo distributore e mantenendo con esso il contratto per l'elettricità su altri 2 box. Per quanto riguarda luce e gas tutto procede correttamente, anche a fronte di un errore di indirizzo iniziale, e i precedenti numeri di fornitura permettono di creare il legame con l’unitá abitativa. Invece, per la fibra, con sorgenia inizia un'odissea che, alla data attuale del 19 agosto non risulta essere ancora conclusa.
Ad aprile mi dicono che nonostante la fibra non arrivasse al mio civico, situato a Bagno a Ripoli, (FI) avrebbero trovato un modo per fare la giunzione. Si procede quindi con l'attivazione e si fissa la data con i tecnici. Dopo vari ritardi, telefonate di precisazione dell'indirizzo, reclami da parte mia, alla fine si riesce a fissare una data per l'installazione della fibra con i tecnici. Nel giorno concordato i tecnici mi chiamano dicendo di essere al civico 2. Gli dico che sto al 24, come sempre comunicato. Mi comunicano allora che avendo un mandato di attivazione della linea per il civico 2, non possono fare niente per il 24. Andrà quindi ricominciata la procedura da capo, ricontattando sorgenia. Mi rendo conto che 2 mesi di telefonate per correggere il mio indirizzo concordandolo con quello delle altre utenze di luce e gas non é servito a niente. Ho quindi buttato via un pomeriggio del mio tempo senza nessun risultato. Quando ricontatto Sorgenia, mi comunicano che in realtà per il mio indirizzo la fibra non c'è ma sarà possibile attivare solo un atro tipo di connessione internet molto meno veloce, ossia la fibra misto Rame, che non ha la stessa capacità di scambio dati. Mi rendo conto quindi che la mia iniziale sottoscrizione al pacchetto luce gas e fibra, non sarebbe mai stata possibile fin dall'inizio, se si fosse correttamente annotato il mio indirizzo o se nei numerosi scambi telefonici, questo almeno si fosse fatto secondariamente. Evidentemente avrei potuto sapendolo, valutare altri fornitori di tutti e tre i servizi, o di un servizio per uno, e questo fa di Sorgenia un fornitore di servizi che non rispetta gli impegni presi, con una concorrenza nella
Pubblicità non all’altezza della realtà. Ma intanto da aprile
siamo arrivati a giugno. Essendo il mio disappunto già estremo valuto altre opportunità, scrivo al servizio clienti di sorgenia visto il mio rapporto comunque pluriennale, raccontando la vicenda e chiedendo che almeno mi venga fatto un gesto commerciale per mettere una pezza a questa grande presa di giro. Ricevo risposte vaghe/menefreghiste finché un giorno chiamo e dopo una serie di telefonate e tribolazioni riesco ad ottenere uno sconto minimo sulle prime 2 bollette della fibra misto rame nel caso la sottoscriva. Riparte quindi la tarantella dell'attivazione che sembrava finalmente definita per il mio reale indirizzo, e invece si scopre 15 giorni più tardi di non esserlo. Infatti vengo ricontattato da sorgenia che mi chiede di fare insieme l'attivazione della fibra sul mio portale internet. Ma come? Non erano bastati 3 mesi di tribolazione, inesattezze e ritardi per colmare la misura? E invece ci voleva ancora l'attivazione in linea con il consulente, cosa che ho rispettosamente fatto.
Nella settimana seguente, e siamo alla
prima decina di agosto, ricevo tre inconcludenti telefonate per l’appuntamento con i tecnici della fibra misto rame, salvo scoprire che l’indirizzo era esatto, ma questa volta era sbagliato il comune: Via Don Lorenzo Perosi 24 esiste in tanti comuni. A discapito delle mie altre due utenze sempre gestite da Sorgenia a questo indirizzo su Bagno a Ripoli, in provincia di Firenze, Sorgenia avrebbe chiesto l’attivazione della linea sul comune di Firenze ?????
Non sto scherzando. E nonostante la mia
Correzione telefonica puntuale con i tecnici, telefonando ieri esasperato, scopro che ancora per loro abito nel comune di Firenze, e non di Bagno a Ripoli in provincia di Firenze.
Io mi domando quale serietà ispiri questo servizio, oppure quanto male questi signori andassero alla scuola dell’obbligo in geografia.
Non auguro a nessuno questa esperienza, e mi auguro che una maggiore serietà ispiri questo e gli altri gestori.",1,La peggiore attivazione fibra internet…,19 agosto 2023
Enzo Luporino,IT,29 ago 2023,"Competenza e cortesia, molto contento della disponibilità a fornire risposte professionali ed esaustite alle domande poste.
Sottoscritto in pochi minuti il contratto di fornitura elettrica di un contatore già esistente ma dismesso.
Da questo primo contatto con Sorgenia, sono contento della scelta fatta.",5,Riattivazione fornitura elettrica,29 agosto 2023
Giovanni Andrea Piga,IT,29 ago 2023,N/A,5,Ottimo il primo contatto.,29 agosto 2023
Carlo Zuliani,IT,Aggiornata il 7 set 2023,"Cliente Sorgenia da 3 anni decido di aquistare da loro un impianto fotovoltaico. La parte burocratica è andata bene, senza grossi intoppi, capisco anche perchè, prima va avanti prima vengono pagati.

Pago il dovuto e mi viene installato l'impianto. Il giorno 4 agosto 2023 viene installato il contatore di produzione da parte del personale GSE e quindi l'impianto viene collegato. Da quel giorno purtroppo non ha mai funzionato o meglio funziona solo quando c'è poco sole e poca produzione. Quando la produzione supera un determinato valore il differenziale magnetotermico che mi hanno installato stacca e blocca la produzione (va riarmato manualmente nelle ore dove la produzione è minore). Aperta la chiamata di assistenza il giorno 7 agosto ad oggi non ho ancora avuto assistenza. Usano sempre la stessa scusa, sia al telefono che sulle chat whatsapp ""verrai contattato telefonicamente dall'installatore"", ad oggi nessuna chiamata.
Sicuramente non lo consiglio, se avete un problema il supporto è inesistente

Aggiornamento 7/09/2023. Alla fine il tecnico l'ho contattato io dopo che lo stesso era andato ad attivare l'impianto di un mio amico che gli ha esposto il mio problema. Mi ha cambiato il magnetotermico e ora l'impianto funziona.

Confermo invece il voto 1 all'assistenza Sorgenia visto che il tecnico ho dovuto chiamarlo io",1,"Impianto fotovoltaico non funzionante, nessuna assistenza",04 agosto 2023
Cecilia M. Pazienza,IT,28 ago 2023,"Sono stata cliente Sorgenia tanti anni nella mia vecchia casa, ho sempre apprezzato l'impegno per l'energia pulita. Ora ho cambiato casa e per un paio di mesi mi sono trovata per forza di cose con un altro operatore e... sono tornata subito con Sorgenia.
Stefania, la persona del Servizio Clienti che ha seguito il mio nuovo iter di registrazione è stata sempre chiara, precisa, paziente, super educata e simpatica, il che ha reso tutto ancora più piacevole. Grazie!",5,cliente Sorgenia da sempre,28 agosto 2023
Ivan,IT,26 ago 2023,"Vengo contattato previa mia richiesta in tempi brevissimi ed in tempi brevissimi vieni guidato a fare il cambio fornitore.
Ad ogni domanda extra,arrivano risposte chiare e cortesi.
Servizio clienti impeccabile ed un grazie all'operatrice Mary!
Chi ben comincia è a metà dell'opera.",5,Perfetto al primo contatto,23 agosto 2023
enrico gobetto,IT,25 ago 2023,"ottimo relazione con operatore, professionale e chiaro.
Attivazione veloce.
Unico punto negativo, ho dovuto chiamare io il numero verde, dopo aver atteso inutilmente la chiamata prenotata attraverso il sito",4,ottimo relazione con operatore,25 agosto 2023
Daniele Furlan,IT,25 ago 2023,"Servizio call center veloce ed efficiente. Si viene guidati durante tutto lo svolgimento della pratica contrattuale. L' operatore si è dimostrato molto gentile e cortese.
Mi auguro vivamente di non avere imprevisti con bollette o tempi di attivazione.",3,Per ora tutto bene,25 agosto 2023
Elena,IT,25 ago 2023,"Ho atteso pochi secondi e la Sig.na Cristina del call center mi ha risposto chiarendo tutti i miei dubbi su costi e condizioni ed ho deciso di aderire al servizio di Sorgenia sia per luce che per gas. Poche decine di minuti ed era tutto fatto. Servizio rapido, chiaro, impeccabile a dimostrazione del fatto che il personale è molto ben preparato.",5,"Ottimo servizio clienti, risposte chiare e pronte.",25 agosto 2023
Vesta Costruzioni,IT,25 ago 2023,Personale gentile e preparato. Risposta alla chiamata in tempi celeri.,5,attivazione nuovo contratto - mariagrazia,25 agosto 2023
Fabio Purificato,IT,25 ago 2023,"Servizio clienti puntuale, preparato e molto gentile. La procedura è semplice e adatta ad essere portata a termine anche tramite un semplice smartphone.",5,Servizio clienti impeccabile!,25 agosto 2023
Nicola Jones,IT,Aggiornata il 25 ago 2023,"Professionalità, chiarezza e rapidità delle informazioni date dalla sig.ra Raffaella .
Contratto gas, luce e internet dati completato nel giro di pochi minuti via cellulare, tutto molto Smart.",5,Professionalità,25 agosto 2023
Mariagrazia Zerletti,IT,25 ago 2023,"Ho appena fatto richiesta per l'utenza luce e gas e l'operatrice Mariagrazia è stata davvero disponibile, mi ha spiegato tutto dettagliatamente e è stata anche paziente nel richiamarmi poi volte avendo avuto io un problema con la carta. Al momento più che fare una recensione su Sorgenia la faccio su di lei e sulla assistenza che mi ha dato. Grazie ancora",5,Ho appena fatto richiesta per l'utenza…,25 agosto 2023
Giuseppe,IT,25 ago 2023,Ottima esperienza al momento dell'attivazione,5,Ottima esperienza al momento…,25 agosto 2023
Paolo Paolino Marini,IT,25 ago 2023,"Sto pagando un servizio che non ho ! Ho fatto la fibra con loro, e ancora oggi ancora non funziona, aprono un assistenza e poi nessuno si fa più sentire. Così non è corretto, se paghi un servizio ti deve funzionare",2,Sto pagando un servizio che non ho,23 agosto 2023
Gianfranco,IT,Aggiornata il 24 ago 2023,"Nuovo cliente,operatrice molto gentile e accomodante. Ha spiegato tutto in modo chiaro e comprensibile..Complimenti",5,"Nuovo cliente,operatrice molto gentile…",24 agosto 2023
Sergio Mura,IT,24 ago 2023,L'operatore mi ha guidato perfettamente e la procedura è snella e rapida,5,L'operatore mi ha guidato perfettamente…,24 agosto 2023
Luca Lucchetti,IT,24 ago 2023,"Schema di inserimento dati molto pratico anche per persone inesperte
.",5,Schema di inserimento dati molto…,24 agosto 2023
eva,IT,24 ago 2023,"l'addetta di Segugio è stata gentile, professionale e simpatica, molto accogliente, chiara nell'esposizione; ho così potuto scegliere la migliore fornitura per me",4,l'addetta di Segugio è stata utilissima,24 agosto 2023
Manuel RicominciodaZero,IT,Aggiornata il 7 set 2023,Appena un mese da cliente Sorgenia e sono già passato ad altro operatore in quanto mi sono ritrovato una bolletta di importo maggiore al gestore precedente e vabbè ci può stare ma quello che mi ha fatto imbestialire è il canone Rai che se la bolletta è mensile quindi avete mandato il conto del mese di luglio perché il canone è di due mesi? Ho chiesto all’operatore e la sua risposta è stata non dipende da noi ma dall’agenzia delle entrate non ci ho visto chiaro e vi ho già sostituiti col altro gestore.,1,Prima fattura peggio del precedente gestore,24 agosto 2023
Massimiliano,IT,24 ago 2023,"Appena fatto il nuovo contratto.
Tutto in soli 15 minuti!
Offerta molto vantaggiosa rispetto al mio precedente fornitore.
Operatore disponibile e gentile.",5,Appena fatto il nuovo contratto.,24 agosto 2023
FC,IT,23 ago 2023,Ottima esperienza in fase di registrazione prodotto Dual Luce & Gas,5,Ottima esperienza di registrazione,23 agosto 2023
Nero Annamaria,IT,23 ago 2023,"Profesionalita', gentilezza, attitudine a capire subito le esigenze. Perfetta",5,Profesionalita',23 agosto 2023
matteo m.,IT,23 ago 2023,cortesia e ottima preparazione dell'operatrice telefonica,5,cortesia e ottima preparazione,23 agosto 2023
giovanni piana,IT,23 ago 2023,"L'operatrice di Sorgenia che mi ha seguito passo passo nella stipula del contratto per la fornitura di luce e gas è stata molto professionale, esaustiva, cordiale e paziente.",5,"L'operatrice di Sorgenia molto professionale, esaustiva, cordiale e paziente.",23 agosto 2023
Andrea Zanini,IT,22 ago 2023,"sono cliente sorgenia da anni per la chiarezza e la competitività, da oggi anche per la qualità del servizio clienti.",5,sono cliente sorgenia da anni per la…,22 agosto 2023
Giorgia Devita,IT,22 ago 2023,"Sono passata a sorgenia a Maggio nel primo mese sono riuscito a mandarmi una bolletta di 170€ con un consumo di 135mq di gas, perché avevano i numeri errati dati dal fornitore precedente, per oltre un mese ho mandato foto e mail con i numeri giusti e anche la bolletta del precedente fornitore che indicava i numeri corretti, ma nulla hanno continuato a dirmi che il loro non era un errore e che stavano verificando, insomma l'hanno portata alle lunghe fino all'incasso della bolletta che aveva l'addebito bancario. Disonesti e pessimi nel servizio verso il cliente visto che foto e bollente con i numeri corretti li ho mandato io, insomma ho fatto io il loro lavoro, sconsiglio assolutamente di fare un contratto con loro, il cliente per loro non è una priorità, sarà anche un numero ma se arrivi a zero chiudi baracca e burattini.",1,Sono passata a sorgenia a Maggio nel…,22 agosto 2023
BARBARA GRAND,IT,22 ago 2023,"Ho contattato Sorgenia dopo aver fatto un preventivo tariffe luce e gas in quanto non ero più soddisfatta del mio gestore. Un operatore gentilissimo mi ha dato tutte le informazioni necessarie e ci siamo accordati per risentirci 3 giorni dopo, perchè attendevo un altro preventivo. Mi ha richiamata puntualissimo e, nel giro di 15 minuti, abbiamo concluso il passaggio dal mio gestore a Sorgenia. Attivata l'app sul cellulare, nessun intoppo. Servizio veloce, efficace, cortese.",5,Molto soddisfatta,21 agosto 2023
Valerio,IT,21 ago 2023,"Operatrice gentile, chiara ed efficiente.",5,Operatrice gentile,21 agosto 2023
Giuseppe,IT,21 ago 2023,N/A,1,assolutamente pessimo,21 agosto 2023
Marida Congiu,IT,18 ago 2023,Attivato contratto tramite simpatica e paziente operatrice del contact center. Le tariffe sono buone e spero che mantengano le aspettative.,5,Attivato contratto tramite simpatica e…,18 agosto 2023
Candy Rock,IT,18 ago 2023,"Sono dei ladri senza passa montagna, prezzi altissimi, assistenza pessima, prese in giro, potrei raccontare di tutto ma per farvi comprendere in un riassunto loro sono questo, state alla larga cercate altro!",1,Sono dei ladri senza passa montagna,18 agosto 2023
Carla,IT,17 ago 2023,"In data 10 agosto ho effettuato il passaggio da altro gestore a Sorgenia con un operatrice del Servizio Commerciale. Il contratto prevedeva l'attivazione di luce e gas dal 1 settembre. Per quanto riguarda la luce, l'11 agosto mi è arrivata la mail di conferma che verrà attivata il 1 settembre ma per quanto riguarda il gas mi è arrivata ieri la mail che mi informa che l'attivazione avverrà il 1 ottobre. Durante l'attivazione del contratto mi era stato garantito che sarebbero passate entrambe le utenze il 1 settembre e io sul modulo di adesione avevo confermato l'attivazione anticipata del contratto. Ho chiamato stamattina il Servizio Clienti per far presente la cosa e mi è stato detto che non possono fare nulla. Purtroppo non sono affatto soddisfatta.",1,Deludente,16 agosto 2023
Antonella,IT,16 ago 2023,"Contatto semplice e veloce.
Operatrice cortese, chiara, paziente e preparata.
Contratto stipulato velocemente e senza alcun problema.
Grazie",5,Emplice e veloce,16 agosto 2023
Giovanni Vighi,IT,15 ago 2023,Pessimo fornitore personale incompetente ti inviano insoluti nonostante paghi e devi perdere tempo x inviare continuamente copie dei pagamenti lo sconsiglio ora ho cambiato e spero di non cadere dalla padella alla brace,1,Pessimo fornitore personale…,15 agosto 2023
Lauraiva,IT,Aggiornata il 14 ago 2023,"EDIT: Dopo un mese dal momento in cui non mi è stata fornita l'utenza, ho proceduto alla disdetta del contratto tramite PEC, datata 26 maggio 2023. Nonostante siano trascorsi tre mesi da allora, Sorgenia continua a mantenere l'utenza nell'app, inviarmi le bollette e addebitarmi importi per un servizio che non ho mai fruito. Questa situazione mi ha spinta ad agire drasticamente: ho ritenuto necessario disattivare la domiciliazione bancaria e considero l'ipotesi di fare una denuncia alle autorità competenti.

Tutto ciò avviene in un contesto in cui Trustpilot continua sistematicamente a rimuovere le recensioni che ho lasciato, a causa della mancata inclusione di documentazione dettagliata su Sorgenia. Vorrei evidenziare che la stessa Sorgenia proibisce la distribuzione di tale documentazione a terzi. Questa serie di problematiche sta raggiungendo un punto insostenibile e sembra non esserci fine all'assurdità di questa situazione!
______________________________

Ho richiesto il passaggio di internet da Fastweb a Sorgenia diversi mesi fa e, finalmente, ho ricevuto il router. Purtroppo, nonostante abbia seguito le istruzioni fornite, non sono riuscita ad attivare la connessione. Ho chiamato assistenza tecnica più volte, ma ogni volta mi hanno solo confermato di aver risolto il problema da remoto e chiuso la pratica. Dopo il quarto sollecito, non ho più ricevuto risposte, e quindi mi vedo costretta a scrivere questa recensione. Spero che finalmente la mia connessione possa essere attivata, visto che sto pagando per un servizio che non mi viene fornito",1,Utenza non fornita,06 maggio 2023
Gio63,IT,Aggiornata il 19 set 2023,"Il mio condominio è passato per legge al mercato a tutele graduali con il servizio elettrico fornito da Sorgenia. Seguendo le indicazioni fornite nella loro prima bolletta, ho provato a registrarmi nell'apposita area del loro sito, senza riuscirci perchè la email risultava già in uso su altro account. Ho contattato il servizio clienti via email, ma nonostante la mail risultasse letta, dopo più di 2 settimane non ho ricevuto alcuna risposta. Ho quindi contattato l'assistenza telefonica e la gentilissima e premurosa operatrice, dopo aver eseguite le verifiche, mi ha risposto che non poteva risolvere il problema e di attendere una risposta alla email che avevo inviato.
Ho inviato un'ulteriore email con maggiori dettagli e documentazione fotografica, ma non c'è ancora nessuna risposta.
Aggiorno la recensione perchè oggi (19/09/2023) si è risolto il problema della registrazione tramite l'assistenza clienti telefonica i cui operatori si sono confermati gentilissimi e premurosi. Il canale dell'assistenza tramite email è da migliorare.",4,Assistenza clienti via email da migliorare,04 luglio 2023
Eleonora,IT,11 ago 2023,"Ho avuto la fortuna e il piacere di comunicare con la Sig. Annalisa che si è mostrata molto gentile, competente ed estremamente chiara nell'illustrare le condizioni, le offerte e le modalità di attivazione dei contratti di seguito rapidamente stipulati. Non appena avrò modo, certamente consiglierò a terzi di scegliere Sorgenia!",5,Gentilezza e competenza,11 agosto 2023
Valentina Massoletti,IT,11 ago 2023,Presenti al telefono e facili nella navigazione..per ora ho solo sottoscritto la proposta. Se “il buongiorno si vede dal mattino..”,5,Presenti al telefono e facili nella…,11 agosto 2023
Rita Civarelli,IT,11 ago 2023,L’operatrice è stata molto efficiente e gentile.,5,L’operatrice è stata molto efficiente e…,11 agosto 2023
Gigi Totti,IT,11 ago 2023,"Disponibilita, gentilezza e preprazione non comuni dell' operatrice Maria Grazia( spero di ricordare bene il nome), che mi ha seguito durante la procedura di attivazione dell' offerta.",5,Disponibilita,11 agosto 2023
Aurelio Santino,IT,11 ago 2023,Ho trovato nell'interlocutrice gentilezza e professionalità. Ha risposto a tutte le domande con sicurezza e immediatezza. grazie per tutto,5,grande soddisfazione,11 agosto 2023
Costantino Littera,IT,10 ago 2023,N/A,5,Operatore preciso soddisfatto,10 agosto 2023
Alessandra Zanovello,IT,10 ago 2023,Assistenza veloce e personale sempre gentile,5,Assistenza veloce e personale sempre…,10 agosto 2023
Cristina Balteri,IT,10 ago 2023,"Contratto rapidissimo, ma prima bolletta da svenire! Più alta del 50% rispetto al precedente fornitore. Un disastro! Attenzione le tariffe vengono rappresentate in modo ingannevole!",1,Luce costosissima,01 luglio 2023
Francesca Lapone,IT,10 ago 2023,La signora Rosà è stata gentilissima e ci ha seguite passo passo.,5,Riattivazione contatore,10 agosto 2023
Nello D'Angelo,FR,10 ago 2023,"Ho appena terminato di attivare un contratto luce e gas, l'operatrice è stata molto gentile e competente, fatto tutto in 5 minuti",4,Nuovo contratto in 5 minuti,10 agosto 2023
Alex dg,IT,9 ago 2023,"Operatrice molto cortese e disponibile, ha risposto in maniera esaustiva a ogni richiesta sia di informazioni vommerciali che tecniche.",5,Operatrice molto cortese e disponibile,09 agosto 2023
Damiano Caputo,IT,9 ago 2023,N/A,5,ottima esperienza,09 agosto 2023
Marco,IT,9 ago 2023,Operatrice paziente e gentile. Mi ha guidato spiegandomi ogni minimo dettaglio! Top,5,Operatrice paziente e gentile,09 agosto 2023
Francesco,IT,9 ago 2023,"Abbiamo contattato per l'attivazione della fornitura di luce e gas. Operatrice molto cortese, competente e paziente.",5,Abbiamo contattato per l'attivazione…,09 agosto 2023
Licia Carminati,IT,9 ago 2023,"Ho parlato con Aldo, il ragazzo albanese, operatore competente e molto disponibile, gentile e paziente! Complimenti a lui e grazie per l'ottima consulenza!",5,Bravissimo Aldo,09 agosto 2023
Alberto Mancini,IT,8 ago 2023,"Sono passati 5 mesi da quando sono diventato loro cliente ed e' stata la migliore scelta potessi fare in questo 2023.
Grazie mille per il vostro servizio!",5,Sorgenia funziona divinamente,08 agosto 2023
Massimo Lanzo,IT,Aggiornata il 16 ago 2023,"La valutazione per ora è esclusivamente riferita alla procedura di voltura effettuata con Lorenza, la ragazza oltre ad essere estremamente cordiale ed educata è stata chiara nel fornirmi tutte le info necessarie.
Altra nota positiva la velocità di registrazione della procedura.
Speriamo che anche le fatture siano in linea con le aspettative

Aggiornamento...assurdo ci troviamo in un mercato libero ma libero di che?
Oggi ricevo una mail dove veniva rifiutata la mia richiesta di attenzione perché ho già cambiato tre compagnie...peccato però che il sottoscritto non abbia mai avuto ritardi su pagamenti o quant'altro!! Quindi dov'è il problema? Se una persona trova offerte migliori oppure non di sente soddisfatto perché non è libero di cambiare? Tutto ciò lo trovo deprimente",5,Semplicità,08 agosto 2023
Fabio,IT,8 ago 2023,"Operatori arroganti, alzano la voce credendo di avere ragione, trattando i clienti come se fossero stupidi.
ho un guasto sulla linea fibra, mi fissano appuntamento, dopo 3 ore appuntamento annullato (tra l'altro contattato da un numero di cellulare e non dal numero ""ufficiale"").
Al secondo giorno (oggi) viene fissato un appuntamento nel pomeriggio, ma nessuno si presenta.
Ricontatto il call center di Sorgenia e l'operatrice scocciata dice che l'appuntamento è per domani e mi fa intendere che sono io che non capisco.
peccato che la chiamata è stata ascoltata da altre persone e l'appuntamento era per oggi alle 17:30.
fatto sta che siamo da 3 giorni senza linea, con i tecnici e il call center che improvvisano soluzioni imbarazzanti (stacca e attacca la spina)...
siete ancora in tempo per evitare Sorgenia e Open Fiber!",1,Operatori arroganti,08 agosto 2023
Carlo,IT,8 ago 2023,Semplicità e chiarezza cambio fornitore luce + gas,5,cambio fornitore OK,08 agosto 2023
Giusy Indovina,IT,8 ago 2023,Operatori arroganti! Si Lamentano pure di perdere tempo a parlare al telefono giorno 8 agosto quando preferirebbero stare al mare ! Mi hanno chiamata ininterrottamente senza orari !,1,Operatori arroganti,08 agosto 2023
Gianfranco Rucco,IT,8 ago 2023,Questa mattina in 30 minuti ho stipulato due contratti di fornitura di luce e gas con Sorgenia. Assistenza impeccabile e cortesia notevole. Sono davvero soddisfatto.,5,Ottimo servizio clienti Sorgenia,08 agosto 2023
GIUSEPPE ADDONIZIO,IT,8 ago 2023,"Dopo qualche anno so no ritornato in Sorgenia, il Servizio clienti molto veloce. Mi aspetto di aver fatto una giusta scelta.",4,Ritornato in Sorgenia,08 agosto 2023
sasa sasa,IT,7 ago 2023,"Assistenza clienti pietosa, chiedono di rimanere in linea e ti fanno più di 40 minuti e neanche ti rispondono..",1,Assistenza clienti pietosa,07 agosto 2023
Ilario Valtorta,IT,7 ago 2023,"Mi hanno spiegato tutto in maniera semplice e mi hanno seguito passo passo per la compilazione della mia richiesta di voltura,andata a buon fine.",5,Mi hanno spiegato tutto in maniera…,07 agosto 2023
Roby Rossini,IT,5 ago 2023,"NON E' COSI'ECONOMICA COME DICE,CALL CENTER MALEDUCATO E AGGRESSIVO,QUANDO SCADRA'IL CONTRATTO CAMBIERO'GESTORE",1,"NON E' COSI'ECONOMICA COME DICE,CALL…",05 agosto 2023
ROBERTO TOSIN,IT,4 ago 2023,"Contattato dal call center che si spaccia per Sorgenia diretto. Tante promesse .... Noi siamo i più bassi, bla bla bla. Pagavo 0,25 E/Kw a Maggio 2023; attivato a Giugno 0,35 €/Kw. Su 3000 kw sto pagando 300 euro in più. Tornerò ad mio precedente gestore e dico non fatevi influenzare, sono tutte balle.",1,Contattato dal call center che si…,04 agosto 2023
valerio di battista,IT,3 ago 2023,N/A,5,ATTIVAZIONE FACILE E RAPIDA,03 agosto 2023
Erre,IT,Aggiornata il 4 ago 2023,"Siamo con loro dal 2018. Mai una pecca, tutto perfetto e convenienza top. Con l'app tieni tutto sotto controllo ed é fantastico. Abbiamo anche fatto la fibra 1gbps con la loro offerta.

Consigliatissimo.",5,Tutto perfetto,03 agosto 2023
riccardo luigi moro,IT,2 ago 2023,N/A,5,Chiari e veloci.,02 agosto 2023
silvio salomoni,IT,2 ago 2023,salomoni silvio rovigo. servizio veloce e ottimo.,4,salomoni silvio rovigo,09 gennaio 2023
Luigi,IT,2 ago 2023,N/A,5,Ottima app e operatori gentilissimi,02 agosto 2023
Salvatore,IT,2 ago 2023,"Il passaggio a Sorgenia è molto semplice e viene guidato in maniera chiara dagli operatori telefonici fino alla conclusione della procedura.
Il mio passaggio è stato gestito da Raffaella, che si è dimostrata molto capace e gentile.",5,Semplicità e gentilezza,02 agosto 2023
Giovanni Morelli,IT,2 ago 2023,N/A,5,Operatore chiaro e gentilissimo!,02 agosto 2023
